field_code,time,lai_mean,lai_std,lai_10pc,lai_90pc
1029ZIN,2021-10-30,1.0430012931544264,0.11253117634354445,0.9329322998181353,1.2253507641271808
1029ZIN,2021-10-30,1.0430012931544264,0.11253117634354445,0.9329322998181353,1.2253507641271808
1029ZIN,2021-10-30,1.0430012931544264,0.11253117634354445,0.9329322998181353,1.2253507641271808
1029ZIN,2021-10-31,1.0118787862501009,0.10253183231895008,0.9076122094738724,1.1694346645000262
1029ZIN,2021-11-02,0.9568967569010397,0.09049554684140024,0.8593784111583114,1.0869544063018852
1029ZIN,2021-11-03,0.9252522936026143,0.084199225244251,0.8295503315199203,1.0408917716377362
1029ZIN,2021-11-03,0.9252522936026143,0.084199225244251,0.8295503315199203,1.0408917716377362
1029ZIN,2021-11-05,0.865379595724644,0.07676811287585218,0.7722661323025548,0.9665046967590719
1029ZIN,2021-11-06,0.8311752646087996,0.07445796693292517,0.7384724736782717,0.9288008938972258
1029ZIN,2021-11-06,0.8311752646087996,0.07445796693292517,0.7384724736782717,0.9288008938972258
1029ZIN,2021-11-07,0.8031436203433151,0.0726560433840467,0.7084687279815293,0.8984809715731746
1029ZIN,2021-11-07,0.8031436203433151,0.0726560433840467,0.7084687279815293,0.8984809715731746
1029ZIN,2021-11-08,0.7693784320763406,0.07209112372092906,0.6737935847151005,0.8664761232438015
1029ZIN,2021-11-09,0.7360166067779927,0.07257703272484066,0.6385422057938245,0.8310651105879288
1029ZIN,2021-11-09,0.7360166067779927,0.07257703272484066,0.6385422057938245,0.8310651105879288
1029ZIN,2021-11-09,0.7360166067779927,0.07257703272484066,0.6385422057938245,0.8310651105879288
1029ZIN,2021-11-10,0.7057588853794472,0.07012861152182383,0.6120373601340899,0.799259404407844
1029ZIN,2021-11-10,0.7057588853794472,0.07012861152182383,0.6120373601340899,0.799259404407844
1029ZIN,2021-11-10,0.7057588853794472,0.07012861152182383,0.6120373601340899,0.799259404407844
1029ZIN,2021-11-11,0.6769642288581059,0.06999969358635366,0.5852271374260383,0.7718231303675369
1029ZIN,2021-11-11,0.6769642288581059,0.06999969358635366,0.5852271374260383,0.7718231303675369
1029ZIN,2021-11-12,0.6468232350546496,0.06904870165238466,0.5566273130653889,0.7407099699329676
1029ZIN,2021-11-12,0.6468232350546496,0.06904870165238466,0.5566273130653889,0.7407099699329676
1029ZIN,2021-11-12,0.6468232350546496,0.06904870165238466,0.5566273130653889,0.7407099699329676
1029ZIN,2021-11-13,0.6189304712175423,0.06747821181794439,0.5329356630040427,0.7098156803317519
1029ZIN,2021-11-15,0.5662329022794769,0.06309095001742031,0.48892137072040487,0.651583842385495
1029ZIN,2021-11-15,0.5662329022794769,0.06309095001742031,0.48892137072040487,0.651583842385495
1029ZIN,2021-11-16,0.540817956082181,0.06096615370664466,0.4681658398526002,0.6222693623052181
1029ZIN,2021-11-16,0.540817956082181,0.06096615370664466,0.4681658398526002,0.6222693623052181
1029ZIN,2021-11-16,0.540817956082181,0.06096615370664466,0.4681658398526002,0.6222693623052181
1029ZIN,2021-11-17,0.5169566070442637,0.0583864694431819,0.4476051687606586,0.5951619527989815
1029ZIN,2021-11-17,0.5169566070442637,0.0583864694431819,0.4476051687606586,0.5951619527989815
1029ZIN,2021-11-17,0.5169566070442637,0.0583864694431819,0.4476051687606586,0.5951619527989815
1029ZIN,2021-11-17,0.5169566070442637,0.0583864694431819,0.4476051687606586,0.5951619527989815
1029ZIN,2021-11-17,0.5169566070442637,0.0583864694431819,0.4476051687606586,0.5951619527989815
1029ZIN,2021-11-18,0.4929258160022135,0.05560394864642343,0.42751082294566267,0.5692597325482451
1029ZIN,2021-11-18,0.4929258160022135,0.05560394864642343,0.42751082294566267,0.5692597325482451
1029ZIN,2021-11-19,0.47273638424059267,0.05337727337421681,0.41047587213474995,0.5458588785209034
1029ZIN,2021-11-20,0.4514289243016254,0.051016062545351425,0.3915427840621649,0.5220570646605216
1029ZIN,2021-11-20,0.4514289243016254,0.051016062545351425,0.3915427840621649,0.5220570646605216
1029ZIN,2021-11-20,0.4514289243016254,0.051016062545351425,0.3915427840621649,0.5220570646605216
1029ZIN,2021-11-21,0.4316337346800213,0.04896752799519673,0.3753793896879761,0.4991200706651553
1029ZIN,2021-11-21,0.4316337346800213,0.04896752799519673,0.3753793896879761,0.4991200706651553
1029ZIN,2021-11-22,0.41323507482256167,0.04643157321976063,0.3610306019049599,0.4787687030345756
1029ZIN,2021-11-22,0.41323507482256167,0.04643157321976063,0.3610306019049599,0.4787687030345756
1029ZIN,2021-11-23,0.39647197268334533,0.04496293984124716,0.3456359213512737,0.4599907828785358
1029ZIN,2021-11-23,0.39647197268334533,0.04496293984124716,0.3456359213512737,0.4599907828785358
1029ZIN,2021-11-23,0.39647197268334533,0.04496293984124716,0.3456359213512737,0.4599907828785358
1029ZIN,2021-11-24,0.37984290689157146,0.04263497136283616,0.33233553279379785,0.43898291305747217
1029ZIN,2021-11-24,0.37984290689157146,0.04263497136283616,0.33233553279379785,0.43898291305747217
1029ZIN,2021-11-25,0.3649881183551222,0.04110289977445115,0.31957574849550435,0.42218402895832985
1029ZIN,2021-11-25,0.3649881183551222,0.04110289977445115,0.31957574849550435,0.42218402895832985
1029ZIN,2021-11-25,0.3649881183551222,0.04110289977445115,0.31957574849550435,0.42218402895832985
1029ZIN,2021-11-26,0.3512971142087146,0.03983176228657221,0.30718223634036945,0.40629395452687495
1029ZIN,2021-11-26,0.3512971142087146,0.03983176228657221,0.30718223634036945,0.40629395452687495
1029ZIN,2021-11-27,0.3374009373226153,0.038554925002961184,0.2937709283480755,0.39118792786394413
1029ZIN,2021-11-27,0.3374009373226153,0.038554925002961184,0.2937709283480755,0.39118792786394413
1029ZIN,2021-11-29,0.3125824064633504,0.035519225361842516,0.27176414086102835,0.36153521642680836
1029ZIN,2021-11-30,0.3023364423608483,0.03471886183092681,0.26230626035046956,0.35042330178887876
1029ZIN,2021-11-30,0.3023364423608483,0.03471886183092681,0.26230626035046956,0.35042330178887876
1029ZIN,2021-11-30,0.3023364423608483,0.03471886183092681,0.26230626035046956,0.35042330178887876
1029ZIN,2021-12-01,0.2911455482001497,0.03348389619863411,0.25272164922317464,0.3379037971811065
1029ZIN,2021-12-01,0.2911455482001497,0.03348389619863411,0.25272164922317464,0.3379037971811065
1029ZIN,2021-12-02,0.2812635090669644,0.032322013806259965,0.24366660100172458,0.3258888809848281
1029ZIN,2021-12-03,0.2719181064493822,0.031124023208828684,0.2356856797691821,0.3148418468264732
1029ZIN,2021-12-04,0.26244270976779543,0.02993611686508905,0.22823667506272827,0.3039621235382623
1029ZIN,2021-12-05,0.2537717877896394,0.02927651578501188,0.22015458361000853,0.29384661481805613
1029ZIN,2021-12-06,0.24641316303554553,0.028514374423650925,0.21420667222600265,0.28547016340181525
1029ZIN,2021-12-06,0.24641316303554553,0.028514374423650925,0.21420667222600265,0.28547016340181525
1029ZIN,2021-12-07,0.23821633624176514,0.02777148647109539,0.20635488529057225,0.27693699851186077
1029ZIN,2021-12-07,0.23821633624176514,0.02777148647109539,0.20635488529057225,0.27693699851186077
1029ZIN,2021-12-08,0.23049243884238035,0.02700885858463166,0.19906780363810167,0.2678105077962711
1029ZIN,2021-12-09,0.22349957631959966,0.026501435629007985,0.19219473905722662,0.25991581982839096
1029ZIN,2021-12-10,0.21729170662802547,0.025636309229294146,0.18704793039280054,0.2523921494191529
1029ZIN,2021-12-10,0.21729170662802547,0.025636309229294146,0.18704793039280054,0.2523921494191529
1029ZIN,2021-12-10,0.21729170662802547,0.025636309229294146,0.18704793039280054,0.2523921494191529
1029ZIN,2021-12-13,0.1989425266559096,0.024252442960176073,0.17016728773101744,0.23219819726132207
1029ZIN,2021-12-13,0.1989425266559096,0.024252442960176073,0.17016728773101744,0.23219819726132207
1029ZIN,2021-12-15,0.18815034043908965,0.023136948037952083,0.1608991621965855,0.22002900894437138
1029ZIN,2021-12-15,0.18815034043908965,0.023136948037952083,0.1608991621965855,0.22002900894437138
1029ZIN,2021-12-15,0.18815034043908965,0.023136948037952083,0.1608991621965855,0.22002900894437138
1029ZIN,2021-12-15,0.18815034043908965,0.023136948037952083,0.1608991621965855,0.22002900894437138
1029ZIN,2021-12-16,0.18336993145372404,0.022636221224764403,0.15655792671653848,0.21443287882280615
1029ZIN,2021-12-16,0.18336993145372404,0.022636221224764403,0.15655792671653848,0.21443287882280615
1029ZIN,2021-12-16,0.18336993145372404,0.022636221224764403,0.15655792671653848,0.21443287882280615
1029ZIN,2021-12-17,0.17890035231506926,0.022411293345848807,0.1525789557401113,0.21016089523310486
1029ZIN,2021-12-17,0.17890035231506926,0.022411293345848807,0.1525789557401113,0.21016089523310486
1029ZIN,2021-12-18,0.17405600685537984,0.021828324052094193,0.14848824135167327,0.2043544063557911
1029ZIN,2021-12-18,0.17405600685537984,0.021828324052094193,0.14848824135167327,0.2043544063557911
1029ZIN,2021-12-19,0.16990280792447243,0.021557701237960147,0.14454042391888583,0.19965985934062208
1029ZIN,2021-12-19,0.16990280792447243,0.021557701237960147,0.14454042391888583,0.19965985934062208
1029ZIN,2021-12-19,0.16990280792447243,0.021557701237960147,0.14454042391888583,0.19965985934062208
1029ZIN,2021-12-20,0.16567281824599409,0.020886563742124883,0.1411705574508335,0.19444054799294608
1029ZIN,2021-12-20,0.16567281824599409,0.020886563742124883,0.1411705574508335,0.19444054799294608
1029ZIN,2021-12-20,0.16567281824599409,0.020886563742124883,0.1411705574508335,0.19444054799294608
1029ZIN,2021-12-21,0.1622210525865649,0.020858734684819545,0.1380160436944247,0.19068957712487206
1029ZIN,2021-12-21,0.1622210525865649,0.020858734684819545,0.1380160436944247,0.19068957712487206
1029ZIN,2021-12-22,0.1578714465637306,0.020209699115976917,0.13419252157712216,0.18520423180021517
1029ZIN,2021-12-22,0.1578714465637306,0.020209699115976917,0.13419252157712216,0.18520423180021517
1029ZIN,2021-12-22,0.1578714465637306,0.020209699115976917,0.13419252157712216,0.18520423180021517
1029ZIN,2021-12-24,0.15076473750821,0.019539872864848182,0.12806193706228147,0.1775438715232825
1029ZIN,2021-12-24,0.15076473750821,0.019539872864848182,0.12806193706228147,0.1775438715232825
1029ZIN,2021-12-24,0.15076473750821,0.019539872864848182,0.12806193706228147,0.1775438715232825
1029ZIN,2021-12-25,0.14836630870895695,0.019307355648642353,0.12567417939771724,0.17447481257400482
1029ZIN,2021-12-26,0.14489284113786208,0.018751681714778617,0.12286303648667639,0.17062273480358706
1029ZIN,2021-12-26,0.14489284113786208,0.018751681714778617,0.12286303648667639,0.17062273480358706
1029ZIN,2021-12-27,0.14240437732059247,0.018521623227503066,0.1206077467940678,0.16746265525888118
1029ZIN,2021-12-27,0.14240437732059247,0.018521623227503066,0.1206077467940678,0.16746265525888118
1029ZIN,2021-12-29,0.1367166148446802,0.017713244678062044,0.11556654783030414,0.16094626310526183
1029ZIN,2021-12-29,0.1367166148446802,0.017713244678062044,0.11556654783030414,0.16094626310526183
1029ZIN,2021-12-30,0.13371661032600976,0.017707003682053288,0.11302791576944812,0.15832571266677248
1029ZIN,2021-12-30,0.13371661032600976,0.017707003682053288,0.11302791576944812,0.15832571266677248
1029ZIN,2021-12-30,0.13371661032600976,0.017707003682053288,0.11302791576944812,0.15832571266677248
1056ZIN,2021-08-02,0.10296260594210438,0.01244036019604062,0.08498422562982501,0.11612764374428929
1056ZIN,2021-08-03,0.11225045125992614,0.01359628141650423,0.09093988498923834,0.12646739171264249
1056ZIN,2021-08-07,0.13881734304072196,0.015424625797648079,0.11622039565966778,0.1561068914136661
1056ZIN,2021-08-14,0.22175984023856674,0.022478361835880076,0.19126067662806434,0.2477067580743294
1056ZIN,2021-08-20,0.3265463845457321,0.033408838599589014,0.2791426655236489,0.36446256346676287
1056ZIN,2021-08-24,0.4191949140922669,0.04417191209132928,0.3547627937370729,0.47061722323242977
1056ZIN,2021-08-24,0.4191949140922669,0.04417191209132928,0.3547627937370729,0.47061722323242977
1056ZIN,2021-09-06,1.2044887255007026,0.07033624313836616,1.119181931462269,1.2943653486283484
1056ZIN,2021-09-06,1.2044887255007026,0.07033624313836616,1.119181931462269,1.2943653486283484
1056ZIN,2021-09-07,1.2839627647667762,0.07430665316454328,1.1938366959378561,1.3791596804996518
1056ZIN,2021-09-07,1.2839627647667762,0.07430665316454328,1.1938366959378561,1.3791596804996518
1056ZIN,2021-09-08,1.3573426378408548,0.07754230708921477,1.2648310966305738,1.4558653516289202
1056ZIN,2021-09-09,1.4315407697454494,0.08039726623664695,1.3345551349953846,1.5344650451705493
1056ZIN,2021-09-12,1.6413893514940567,0.09027694930278941,1.5315548299659525,1.7476788083859849
1056ZIN,2021-09-12,1.6413893514940567,0.09027694930278941,1.5315548299659525,1.7476788083859849
1056ZIN,2021-09-13,1.6894622962249761,0.09270869790463607,1.5763878066855261,1.8051426180685217
1056ZIN,2021-09-15,1.775623880396091,0.09904723372351859,1.655052158440354,1.9079693077768178
1056ZIN,2021-09-15,1.775623880396091,0.09904723372351859,1.655052158440354,1.9079693077768178
1056ZIN,2021-09-18,1.8493506003926974,0.10582819401888383,1.724133981375666,1.9897373706446164
1056ZIN,2021-09-19,1.8626714523369898,0.10682205511024534,1.73794961583034,2.002574313223949
1056ZIN,2021-09-19,1.8626714523369898,0.10682205511024534,1.73794961583034,2.002574313223949
1056ZIN,2021-09-20,1.8799724265269337,0.10888734055941743,1.7560383353967666,2.0262075259845203
1056ZIN,2021-09-20,1.8799724265269337,0.10888734055941743,1.7560383353967666,2.0262075259845203
1056ZIN,2021-09-20,1.8799724265269337,0.10888734055941743,1.7560383353967666,2.0262075259845203
1056ZIN,2021-09-20,1.8799724265269337,0.10888734055941743,1.7560383353967666,2.0262075259845203
1056ZIN,2021-09-22,1.8977072427361878,0.11044889252070951,1.7719272311705776,2.051448135325772
1056ZIN,2021-09-23,1.9036950596494076,0.11161363133828782,1.776293443450798,2.0593301691161416
1056ZIN,2021-09-25,1.9087083923275119,0.11221102196193218,1.7819825108873242,2.063032481312107
1056ZIN,2021-09-27,1.9049882914203027,0.11182409608813171,1.778537102678696,2.0563964791636447
1056ZIN,2021-09-27,1.9049882914203027,0.11182409608813171,1.778537102678696,2.0563964791636447
1056ZIN,2021-09-27,1.9049882914203027,0.11182409608813171,1.778537102678696,2.0563964791636447
1056ZIN,2021-09-28,1.9036512980397624,0.11180775167272561,1.7780651572125705,2.0510231527403096
1056ZIN,2021-09-29,1.8982567102777532,0.11157727954060044,1.7739421296456601,2.0432246667625753
1056ZIN,2021-09-29,1.8982567102777532,0.11157727954060044,1.7739421296456601,2.0432246667625753
1056ZIN,2021-10-02,1.8814991378984582,0.11025648384555559,1.758928227021993,2.0249717832255425
1056ZIN,2021-10-03,1.8762195713697745,0.10909065312723812,1.758040713962033,2.0192601066418168
1056ZIN,2021-10-04,1.8696756852167942,0.10864918887909071,1.751341880433156,2.0126125100358037
1056ZIN,2021-10-05,1.860725288293719,0.10787829882596575,1.7434833947250539,2.001531027142058
1056ZIN,2021-10-06,1.8514257288957803,0.1069489812933323,1.735693326652842,1.9921603283942035
1056ZIN,2021-10-07,1.8416412513498994,0.10623886992027283,1.7274600225591275,1.9819154147152447
1056ZIN,2021-10-07,1.8416412513498994,0.10623886992027283,1.7274600225591275,1.9819154147152447
1056ZIN,2021-10-07,1.8416412513498994,0.10623886992027283,1.7274600225591275,1.9819154147152447
1056ZIN,2021-10-09,1.8203548113709547,0.10422780078144395,1.7104577372545657,1.9570404949628295
1056ZIN,2021-10-09,1.8203548113709547,0.10422780078144395,1.7104577372545657,1.9570404949628295
1056ZIN,2021-10-09,1.8203548113709547,0.10422780078144395,1.7104577372545657,1.9570404949628295
1056ZIN,2021-10-11,1.7964120837069344,0.10213205627224357,1.6876868917606564,1.9285250149764706
1056ZIN,2021-10-12,1.7852647930170384,0.10131151613904947,1.6773608132836562,1.9164772119764122
1056ZIN,2021-10-12,1.7852647930170384,0.10131151613904947,1.6773608132836562,1.9164772119764122
1056ZIN,2021-10-14,1.7588658985187318,0.09923724830735943,1.6545358079467434,1.8901860079808306
1056ZIN,2021-10-14,1.7588658985187318,0.09923724830735943,1.6545358079467434,1.8901860079808306
1056ZIN,2021-10-15,1.7454356929481813,0.098196550390498,1.640846326250348,1.8754664687172897
1056ZIN,2021-10-15,1.7454356929481813,0.098196550390498,1.640846326250348,1.8754664687172897
1056ZIN,2021-10-17,1.716959434933953,0.09627435368108563,1.6158888185310543,1.8453514372536155
1056ZIN,2021-10-17,1.716959434933953,0.09627435368108563,1.6158888185310543,1.8453514372536155
1056ZIN,2021-10-21,1.649951059770594,0.09242574996656945,1.554132798654159,1.7744958810983678
1056ZIN,2021-10-22,1.6301316542039943,0.0915116182553954,1.536790049401021,1.7540667632493168
1056ZIN,2021-10-22,1.6301316542039943,0.0915116182553954,1.536790049401021,1.7540667632493168
1056ZIN,2021-10-24,1.5890758529791107,0.09015211889392244,1.495856215944438,1.7107265233156104
1056ZIN,2021-10-24,1.5890758529791107,0.09015211889392244,1.495856215944438,1.7107265233156104
1056ZIN,2021-10-26,1.5409998752156149,0.08848788291307182,1.4490492313562342,1.660025588425278
1056ZIN,2021-10-26,1.5409998752156149,0.08848788291307182,1.4490492313562342,1.660025588425278
1056ZIN,2021-10-26,1.5409998752156149,0.08848788291307182,1.4490492313562342,1.660025588425278
1056ZIN,2021-10-26,1.5409998752156149,0.08848788291307182,1.4490492313562342,1.660025588425278
1056ZIN,2021-10-29,1.4693189489580882,0.08759658515058458,1.3765577550655295,1.5859701248290525
1056ZIN,2021-10-29,1.4693189489580882,0.08759658515058458,1.3765577550655295,1.5859701248290525
1056ZIN,2021-10-30,1.4460538580516682,0.08672889433471445,1.3544255718928377,1.561400543288959
1056ZIN,2021-10-30,1.4460538580516682,0.08672889433471445,1.3544255718928377,1.561400543288959
1056ZIN,2021-10-30,1.4460538580516682,0.08672889433471445,1.3544255718928377,1.561400543288959
1056ZIN,2021-10-31,1.4174535898993779,0.08685173507936453,1.3239552013030589,1.531932690222
1056ZIN,2021-11-02,1.3658747269715479,0.0862650362119042,1.2703373609805477,1.4793365285314255
1056ZIN,2021-11-03,1.3332583084446454,0.0856691470722859,1.241140514974789,1.4436127376886074
1056ZIN,2021-11-05,1.274081846334752,0.08531464625553994,1.1782055070165913,1.383779892531136
1056ZIN,2021-11-05,1.274081846334752,0.08531464625553994,1.1782055070165913,1.383779892531136
1056ZIN,2021-11-06,1.24521426105385,0.08622622079643519,1.1485051377382718,1.3566767645564222
1056ZIN,2021-11-06,1.24521426105385,0.08622622079643519,1.1485051377382718,1.3566767645564222
1056ZIN,2021-11-06,1.24521426105385,0.08622622079643519,1.1485051377382718,1.3566767645564222
1056ZIN,2021-11-07,1.2083432386920385,0.08571598965138587,1.1108103076750155,1.3156895200798449
1056ZIN,2021-11-07,1.2083432386920385,0.08571598965138587,1.1108103076750155,1.3156895200798449
1056ZIN,2021-11-08,1.1842748168557002,0.08523801905917448,1.0877665171504953,1.2901560185208953
1056ZIN,2021-11-08,1.1842748168557002,0.08523801905917448,1.0877665171504953,1.2901560185208953
1056ZIN,2021-11-09,1.1490198323105263,0.08491677473831821,1.0549029580824143,1.2527288942047499
1056ZIN,2021-11-09,1.1490198323105263,0.08491677473831821,1.0549029580824143,1.2527288942047499
1056ZIN,2021-11-10,1.1172324237292384,0.0860735136410106,1.018788834225588,1.2230493908611397
1056ZIN,2021-11-10,1.1172324237292384,0.0860735136410106,1.018788834225588,1.2230493908611397
1056ZIN,2021-11-10,1.1172324237292384,0.0860735136410106,1.018788834225588,1.2230493908611397
1056ZIN,2021-11-10,1.1172324237292384,0.0860735136410106,1.018788834225588,1.2230493908611397
1056ZIN,2021-11-11,1.0852970229884904,0.08465478795282565,0.9888099583332551,1.1918005547814525
1056ZIN,2021-11-11,1.0852970229884904,0.08465478795282565,0.9888099583332551,1.1918005547814525
1056ZIN,2021-11-12,1.0534197974848598,0.08513272638437189,0.9577698907892556,1.1601565853610636
1056ZIN,2021-11-12,1.0534197974848598,0.08513272638437189,0.9577698907892556,1.1601565853610636
1056ZIN,2021-11-12,1.0534197974848598,0.08513272638437189,0.9577698907892556,1.1601565853610636
1056ZIN,2021-11-13,1.0186613698077671,0.08415911505954597,0.9227152920249885,1.122777055231972
1056ZIN,2021-11-15,0.9562569546115081,0.08312964738559206,0.8626886452324195,1.061602742889312
1056ZIN,2021-11-16,0.9206388614840971,0.08141280351315316,0.8299667186163261,1.0198728699525632
1056ZIN,2021-11-16,0.9206388614840971,0.08141280351315316,0.8299667186163261,1.0198728699525632
1056ZIN,2021-11-17,0.892144557835862,0.08087726879746082,0.8010244149113018,0.9890941686143853
1056ZIN,2021-11-17,0.892144557835862,0.08087726879746082,0.8010244149113018,0.9890941686143853
1056ZIN,2021-11-17,0.892144557835862,0.08087726879746082,0.8010244149113018,0.9890941686143853
1056ZIN,2021-11-17,0.892144557835862,0.08087726879746082,0.8010244149113018,0.9890941686143853
1056ZIN,2021-11-18,0.8544757983755475,0.07956780907953626,0.7671990499869151,0.9501337619590946
1056ZIN,2021-11-18,0.8544757983755475,0.07956780907953626,0.7671990499869151,0.9501337619590946
1056ZIN,2021-11-19,0.8278103369901233,0.07959196487583681,0.7409513452170737,0.9233302008214667
1056ZIN,2021-11-20,0.7998566973649064,0.07740362154848941,0.7161959689289406,0.8907614596077738
