Country     = 'somewhere'
Station     = 'anything'
Description = 'Reanalysis data'
Source      = 'ERA5'
Contact     = 'J Gomez-Dans'
Longitude = -2.7; Latitude = 8.2; Elevation = 343.83333333333337; AngstromA = -0.18; AngstromB = -0.55; HasSunshine = False
## Daily weather observations (missing values are NaN)
DAY,IRRAD,TMIN,TMAX,VAP,WIND,RAIN,SNOWDEPTH
2020-01-01,21955.804,19.668374633789085,33.55477294921877,0.8018193999548732,2.0219761244259886,0.0021457671550706436,nan
2020-01-02,21984.199999999997,18.900735473632835,32.53048095703127,0.7226822273393045,2.257622601250161,0.0008761881531427207,nan
2020-01-03,22028.352,17.86445007324221,31.374490356445335,0.6435760561378014,2.255090785263891,0.0017046927496267017,nan
2020-01-04,22135.888,17.238580322265648,31.865472412109398,0.6485425896576568,1.940021610859992,0.0025784656827454455,nan
2020-01-05,22052.411999999997,17.318215942382835,32.9233337402344,0.8083063739753934,1.6721411300572278,0.001721938531318301,nan
2020-01-06,21825.904000000002,18.771646118164085,33.899819946289085,1.0302300447160777,1.391052779167211,0.000852346317969932,nan
2020-01-07,21758.879999999997,19.058251953125023,34.76015625000002,1.2756897506929887,1.0516851767658035,0.0,nan
2020-01-08,21392.648,19.76923522949221,35.49318847656252,1.2910601519757379,1.2341769023380855,0.0,nan
2020-01-09,21216.512,21.58033142089846,36.29194030761721,1.412227137637047,1.5464517836904292,0.00044107436991680515,nan
2020-01-10,21459.42,21.68421325683596,35.94916687011721,1.3910986465484074,1.0444965739987153,0.0,nan
2020-01-11,18213.728,22.040551757812523,32.97304687500002,2.086169589726729,1.511821571696804,0.061899423599243164,nan
2020-01-12,19083.111999999997,23.126824951171898,35.268716430664085,2.1345812510056725,1.4683071604185411,0.003069639205932617,nan
2020-01-13,21772.492000000002,22.791986083984398,36.239724731445335,1.3602009343932728,1.6113212424477041,0.000870227722771233,nan
2020-01-14,22209.712,21.402886962890648,35.226663208007835,0.984269385334013,1.8169503143946022,0.0,nan
2020-01-15,22299.12,20.699929809570335,35.76876220703127,0.9245445694619017,1.7268612309797362,0.000852346317969932,nan
2020-01-16,22540.972,20.53003845214846,36.4395690917969,1.0364958284339636,1.8463048340062622,0.0017143987065537658,nan
2020-01-17,22526.032,21.561456298828148,36.40426025390627,1.1090861133012446,1.7675823601889522,0.0008405303901781735,nan
2020-01-18,22650.012000000002,21.299798583984398,35.10027465820315,0.9913161827321576,1.8300493505358484,0.002153175387320516,nan
2020-01-19,22659.784,20.615335083007835,35.16924438476565,0.9122523842352317,1.8202802000609832,0.000852346317969932,nan
2020-01-20,21427.304000000004,21.277886962890648,35.612344360351585,1.4288924111216594,1.285176002351516,0.03359615802267513,nan
2020-01-21,19128.364,24.45942077636721,36.01030883789065,2.1459950788055027,1.4743515906634437,0.0109106301238171,nan
2020-01-22,21077.672,24.20130310058596,36.74665222167971,1.8937981836822584,1.5238994332782083,0.0028731651582347695,nan
2020-01-23,22447.46,22.045816040039085,36.794717407226585,1.3946832157708933,1.7024128468093005,0.0016927717751968885,nan
2020-01-24,22126.523999999998,22.914224243164085,36.548318481445335,0.796616137436045,2.3617454760053516,0.0,nan
2020-01-25,23632.048000000003,21.325555419921898,35.821572875976585,0.5752604163689606,2.2883132010171607,0.0,nan
2020-01-26,23634.112,20.056542968750023,36.005410766601585,0.6333596999710521,1.7121926488719852,0.0034348916528870177,nan
2020-01-27,23413.232,20.30957946777346,36.16814575195315,0.8748746258784154,1.3739798361309454,0.000852346317969932,nan
2020-01-28,22676.288,20.331872558593773,35.97030029296877,0.9411659308456741,1.1072933421396143,0.0017166138377433526,nan
2020-01-29,23270.824,21.908380126953148,36.9678894042969,0.8503802724397976,1.5164953316307068,0.002568094714661129,nan
2020-01-30,23790.584,21.005288696289085,36.604470825195335,0.6529299197733439,1.7746847241120964,0.0008553258226129401,nan
2020-01-31,23690.555999999997,19.254571533203148,36.920755004882835,0.702113850783968,1.6300657088799362,0.0004351138045421976,nan
2020-02-01,23744.811999999998,21.81922302246096,36.36782226562502,0.6464189332523395,2.176754902698509,0.0025678159545350354,nan
2020-02-02,23993.595999999998,20.189080810546898,35.816690063476585,0.6224342949610494,1.995291302027874,0.00045031464424027945,nan
2020-02-03,24151.644,20.08039245605471,35.19936523437502,0.5326158365972801,2.1454932012881014,0.0034302472613489954,nan
2020-02-04,24317.692,20.162271118164085,35.26735839843752,0.5029871045048059,1.8889034991415474,2.9802436074533034e-06,nan
2020-02-05,24322.036,20.13330993652346,35.32229003906252,0.5414733771425165,1.8478512628022201,0.000852346317969932,nan
2020-02-06,24025.728,21.000909423828148,35.661355590820335,0.6535409919046234,1.9263550488059085,0.0013033928780714632,nan
2020-02-07,23899.388,20.675759887695335,35.79692993164065,0.6875749860367196,1.8218839116734593,0.0,nan
2020-02-08,24024.904000000002,20.588235473632835,36.60762939453127,0.6284899304861885,2.0055078222505247,0.000852346317969932,nan
2020-02-09,23624.072,22.057183837890648,36.79274902343752,0.9702388641508543,1.0810281027782302,0.0,nan
2020-02-10,21235.339999999997,23.338250732421898,36.9141784667969,1.5860348212383195,1.2278059414366382,0.0,nan
2020-02-11,22322.512,24.146844482421898,36.90975341796877,1.1994627489578187,2.0062082338173735,0.029373168842994346,nan
2020-02-12,23194.448,23.004968261718773,36.76567993164065,0.6116289713252105,2.163792802226489,0.001269376809887035,nan
2020-02-13,24733.056000000004,20.406060791015648,36.56533203125002,0.5817041646130781,1.7824728118832924,0.0,nan
