REGION,DISTRICT,YEAR,CROP,AREA (Ha),YIELD (Mt/Ha),PRODUCTION (Mt),,
VOLTA,Kpando Municipal (North Dayi),2015,Rice,853.63,3.62,3086.83,,
VOLTA,South Dayi,2015,Rice,647.88,2.36,1529.73,,
VOLTA,Hohoe Municipal,2015,Rice,9691.98,3.95,38242.93,,
VOLTA,Jasikan,2015,Rice,4837.24,6.38,30868.33,,
VOLTA,Biakoye,2015,Rice,3777.86,4.51,17036.34,,
VOLTA,Kadjebi,2015,Rice,3720.95,4.17,15513.32,,
VOLTA,Nkwanta North,2015,Rice,2360.62,4.02,9490.34,,
VOLTA,Nkwanta South,2015,Rice,2648.44,4.11,10872.82,,
VOLTA,Krachi West,2015,Rice,2076.07,3.06,6359.16,,
VOLTA,Krachi East,2015,Rice,2018.07,3.79,7641.01,,
VOLTA,Ho Municipal,2015,Rice,689.47,3.37,2324.55,,
VOLTA,Adaklu Anyigbe,2015,Rice,558.14,3.42,1911.46,,
VOLTA,Nkwanta North,2015,Sorghum,305,1.05,320.92,,
VOLTA,Nkwanta South,2015,Sorghum,340,0.95,322.27,,
VOLTA,Krachi West,2015,Sorghum,2585,1.13,2922.26,,
VOLTA,Krachi East,2015,Sorghum,1320,1.23,1618.48,,
VOLTA,North Tongu,2015,Cassava,2780,16.67,46330.3,,
VOLTA,South Tongu,2015,Cassava,2460,14.07,34619.96,,
VOLTA,Akatsi,2015,Cassava,3010,15.87,47774.65,,
VOLTA,Keta Municipal,2015,Cassava,1410,9.63,13576.89,,
VOLTA,Ketu North,2015,Cassava,8130,15.87,129039.17,,
VOLTA,Ketu South,2015,Cassava,2600,14.71,38240.88,,
VOLTA,Kpando Municipal (North Dayi),2015,Cassava,2150,15.03,32304.76,,
VOLTA,South Dayi,2015,Cassava,1553,16.19,25142.16,,
VOLTA,Hohoe Municipal,2015,Cassava,9900,14.18,140371.76,,
VOLTA,Jasikan,2015,Cassava,8460,17.88,151285.33,,
VOLTA,Biakoye,2015,Cassava,7288,17.78,129555.96,,
VOLTA,Kadjebi,2015,Cassava,4700,16.61,78079.54,,
VOLTA,Nkwanta North,2015,Cassava,1520,19.89,30237.17,,
VOLTA,Nkwanta South,2015,Cassava,1881,19.05,35826.23,,
VOLTA,Krachi West,2015,Cassava,11860,18.62,220870.19,,
VOLTA,Krachi East,2015,Cassava,9820,17.78,174566.35,,
VOLTA,Ho Municipal,2015,Cassava,4700,16.4,77084.9,,
VOLTA,Adaklu Anyigbe,2015,Cassava,1450,16.72,24241.8,,
VOLTA,Kpando Municipal (North Dayi),2015,Yam,1551.86,11.49,17832.15,,
VOLTA,South Dayi,2015,Yam,71,11.39,808.5,,
VOLTA,Hohoe Municipal,2015,Yam,1524.47,9.21,14045.54,,
VOLTA,Jasikan,2015,Yam,1140.06,13.98,15932.7,,
VOLTA,Biakoye,2015,Yam,1070.07,12.73,13625.33,,
VOLTA,Kadjebi,2015,Yam,1308.43,13.15,17202.15,,
VOLTA,Nkwanta North,2015,Yam,5083.6,20.29,103146.96,,
VOLTA,Nkwanta South,2015,Yam,4493.28,18.53,83261.85,,
VOLTA,Krachi West,2015,Yam,5984.28,17.29,103456.5,,
VOLTA,Krachi East,2015,Yam,7637.57,17.7,135201.15,,
VOLTA,Ho Municipal,2015,Yam,904.74,13.35,12082.14,,
VOLTA,Adaklu Anyigbe,2015,Yam,258.64,10.61,2744.44,,
VOLTA,Kpando Municipal (North Dayi),2015,Cocoyam,120,6.43,772.14,,
VOLTA,South Dayi,2015,Cocoyam,110,5.15,566.24,,
VOLTA,Hohoe Municipal,2015,Cocoyam,255,3.81,971.86,,
VOLTA,Jasikan,2015,Cocoyam,2210,10.59,23408.82,,
VOLTA,Biakoye,2015,Cocoyam,1400,10.59,14829.12,,
VOLTA,Kadjebi,2015,Cocoyam,2304,8.72,20093.79,,
VOLTA,Nkwanta North,2015,Cocoyam,450,5.84,2628.26,,
VOLTA,Nkwanta South,2015,Cocoyam,458,6.53,2992.35,,
VOLTA,Krachi West,2015,Cocoyam,85,3.54,301.24,,
VOLTA,Krachi East,2015,Cocoyam,121,4.08,493.5,,
VOLTA,Ho Municipal,2015,Cocoyam,480,3.62,1739.11,,
VOLTA,Adaklu Anyigbe,2015,Cocoyam,31,5.28,163.57,,
VOLTA,Kpando Municipal (North Dayi),2015,Plantain,276.94,4.88,1350.71,,
VOLTA,South Dayi,2015,Plantain,199.4,5.5,1096.82,,
VOLTA,Hohoe Municipal,2015,Plantain,700.12,6.16,4313.19,,
VOLTA,Jasikan,2015,Plantain,3745.4,8.21,30731.25,,
VOLTA,Biakoye,2015,Plantain,1196.4,8.2,9805.58,,
VOLTA,Kadjebi,2015,Plantain,2797.14,7.21,20181.26,,
VOLTA,Nkwanta North,2015,Plantain,307.96,6.55,2018.66,,
VOLTA,Nkwanta South,2015,Plantain,273.62,6.28,1718.3,,
VOLTA,Krachi West,2015,Plantain,167.27,4.79,802.03,,
VOLTA,Krachi East,2015,Plantain,232.63,5.7,1326.54,,
VOLTA,Ho Municipal,2015,Plantain,354.49,9.57,3392.83,,
VOLTA,Adaklu Anyigbe,2015,Plantain,57.6,5,287.81,,
VOLTA,Nkwanta North,2015,Soyabean,296.54,0.66,194.65,,
VOLTA,Nkwanta South,2015,Soyabean,329.06,0.67,219.6,,
VOLTA,Krachi West,2015,Soyabean,1423.38,0.83,1175.68,,
VOLTA,Krachi East,2015,Soyabean,1189.02,0.78,930.07,,
VOLTA,North Tongu,2015,Cowpea,52.69,1.56,82.42,,
VOLTA,South Tongu,2015,Cowpea,36.59,1.52,55.53,,
VOLTA,Akatsi,2015,Cowpea,538.65,2.7,1452.4,,
VOLTA,Keta Municipal,2015,Cowpea,376.18,1.28,483.01,,
VOLTA,Nkwanta North,2015,Cowpea,300.06,1.4,420.3,,
VOLTA,Nkwanta South,2015,Cowpea,580.37,1.42,826.48,,
VOLTA,Krachi West,2015,Cowpea,203.46,1.46,296.86,,
EASTERN,Birim South,2015,Maize,5122.02,2.93,15001.25,,
EASTERN,Birim Central,2015,Maize,7283.98,2.99,21751.45,,
EASTERN,West Akim,2015,Maize,11953.61,3.96,47365.75,,
EASTERN,Suhum Kraboa Coaltar,2015,Maize,7212.86,2.64,19053.78,,
EASTERN,Akuapim South,2015,Maize,5614.42,2.6,14573.36,,
EASTERN,Akuapim North,2015,Maize,7830.08,2.81,22033.24,,
EASTERN,New Juaben,2015,Maize,4411.14,2.58,11399.33,,
EASTERN,Yilo Krobo,2015,Maize,7666.41,2.18,16729.84,,
EASTERN,East Akim,2015,Maize,5057.37,2.53,12778.89,,
EASTERN,Atiwa,2015,Maize,5704.18,2.68,15264.95,,
EASTERN,Kwaebibirem,2015,Maize,5673.14,2.76,15637.99,,
EASTERN,Birim North,2015,Maize,3792.19,2.3,8710.96,,
EASTERN,Akyemansa,2015,Maize,5342.7,2.41,12886.24,,
EASTERN,Kwahu West,2015,Maize,3530.46,2.53,8920.73,,
EASTERN,Kwahu South,2015,Maize,3775.45,2.47,9322.96,,
EASTERN,Kwahu East,2015,Maize,2524.5,2.47,6233.9,,
EASTERN,Fanteakwa,2015,Maize,14120.52,2.12,30003.27,,
EASTERN,Afram Plains,2015,Maize,22366.55,2.81,62937.73,,
EASTERN,Asuogyaman,2015,Maize,7426.21,2.07,15352.74,,
EASTERN,Lower Manya Krobo,2015,Maize,4535.23,2.35,10678.23,,
EASTERN,Upper Manya Krobo,2015,Maize,6996.97,2.35,16474.42,,
EASTERN,Birim South,2015,Rice,1618.85,3.46,5604.48,,
EASTERN,Birim Central,2015,Rice,2137.09,3.46,7398.64,,
EASTERN,West Akim,2015,Rice,25.23,2.94,74.11,,
EASTERN,East Akim,2015,Rice,35.74,2.94,104.99,,
EASTERN,Atiwa,2015,Rice,180.81,2.94,531.11,,
EASTERN,Kwaebibirem,2015,Rice,1156.32,3.46,4003.2,,
EASTERN,Birim North,2015,Rice,1072.22,3.99,4274.49,,
EASTERN,Akyemansa,2015,Rice,1154.64,3.99,4603.04,,
EASTERN,Kwahu West,2015,Rice,85.15,3.46,294.78,,
EASTERN,Fanteakwa,2015,Rice,32.27,,-,,
EASTERN,Afram Plains,2015,Rice,103.02,2.73,281,,
EASTERN,Lower Manya Krobo,2015,Rice,808.72,3.46,2799.8,,
EASTERN,Upper Manya Krobo,2015,Rice,1161.58,3.36,3899.54,,
EASTERN,Birim South,2015,Cassava,6032.91,24.84,149867.17,,
EASTERN,Birim Central,2015,Cassava,8293.51,24.33,201819.31,,
EASTERN,West Akim,2015,Cassava,15062.32,27.88,419988.9,,
EASTERN,Suhum Kraboa Coaltar,2015,Cassava,11583.99,25.65,297161.21,,
EASTERN,Akuapim South,2015,Cassava,6975.22,25.04,174689.95,,
EASTERN,Akuapim North,2015,Cassava,11574.19,26.36,305124.67,,
EASTERN,New Juaben,2015,Cassava,4842.72,20.28,98204.76,,
EASTERN,Yilo Krobo,2015,Cassava,11364.68,16.53,187826.97,,
EASTERN,East Akim,2015,Cassava,7902.48,21.7,171470.9,,
EASTERN,Atiwa,2015,Cassava,8149.34,34.88,284245.69,,
EASTERN,Kwaebibirem,2015,Cassava,8801.74,20.48,180274,,
EASTERN,Birim North,2015,Cassava,5096.84,23.83,121445.58,,
EASTERN,Akyemansa,2015,Cassava,7338.24,21.29,156251.58,,
EASTERN,Kwahu West,2015,Cassava,8196.01,25.86,211912.17,,
EASTERN,Kwahu South,2015,Cassava,6537.52,16.32,106721.49,,
EASTERN,Kwahu East,2015,Cassava,5585.36,15.72,87780.11,,
EASTERN,Fanteakwa,2015,Cassava,18596.08,25.35,471383.92,,
EASTERN,Afram Plains,2015,Cassava,19964.16,24.84,495941.42,,
EASTERN,Asuogyaman,2015,Cassava,11367.79,24.23,275478.14,,
EASTERN,Lower Manya Krobo,2015,Cassava,4392.57,21.5,94420.86,,
EASTERN,Upper Manya Krobo,2015,Cassava,7006.33,21.5,150605.18,,
EASTERN,Birim South,2015,Yam,346.73,17.32,6005.93,,
EASTERN,Birim Central,2015,Yam,468.04,17.32,8107.13,,
EASTERN,West Akim,2015,Yam,1231.25,18.44,22707.17,,
EASTERN,Suhum Kraboa Coaltar,2015,Yam,215.32,17.32,3729.63,,
EASTERN,Akuapim South,2015,Yam,196.11,16.51,3237.08,,
EASTERN,Akuapim North,2015,Yam,125.35,15.59,1954.12,,
EASTERN,New Juaben,2015,Yam,101.09,16.4,1658.3,,
EASTERN,Yilo Krobo,2015,Yam,1435.45,17.32,24864.2,,
EASTERN,East Akim,2015,Yam,459.95,15.28,7029.75,,
EASTERN,Atiwa,2015,Yam,465,15.28,7107,,
EASTERN,Kwaebibirem,2015,Yam,263.84,15.39,4059.33,,
EASTERN,Birim North,2015,Yam,681.33,15.18,10343.88,,
EASTERN,Akyemansa,2015,Yam,975.5,15.39,15008.65,,
EASTERN,Kwahu West,2015,Yam,1232.26,15.18,18707.99,,
EASTERN,Kwahu South,2015,Yam,546.89,18.54,10141.59,,
EASTERN,Kwahu East,2015,Yam,583.28,18.54,10816.44,,
EASTERN,Fanteakwa,2015,Yam,2452.39,17.32,42479.26,,
EASTERN,Afram Plains,2015,Yam,26056.41,22.93,597358.8,,
EASTERN,Asuogyaman,2015,Yam,1450.61,17.93,26013.68,,
EASTERN,Lower Manya Krobo,2015,Yam,553.96,18.54,10272.81,,
EASTERN,Upper Manya Krobo,2015,Yam,859.25,18.95,16284.3,,
EASTERN,Birim South,2015,Cocoyam,1768,9.16,16192.99,,
EASTERN,Birim Central,2015,Cocoyam,2379,9.26,22023.39,,
EASTERN,West Akim,2015,Cocoyam,1248,6.99,8726.4,,
EASTERN,Suhum Kraboa Coaltar,2015,Cocoyam,561,7.98,4475.17,,
EASTERN,Akuapim South,2015,Cocoyam,285,5.22,1487.59,,
EASTERN,Akuapim North,2015,Cocoyam,317,7.98,2528.75,,
EASTERN,New Juaben,2015,Cocoyam,324,7.68,2488.87,,
EASTERN,Yilo Krobo,2015,Cocoyam,832,5.22,4342.71,,
EASTERN,East Akim,2015,Cocoyam,2258,8.37,18901.87,,
EASTERN,Atiwa,2015,Cocoyam,3558,9.75,34689.9,,
EASTERN,Kwaebibirem,2015,Cocoyam,2725,8.57,23347.89,,
EASTERN,Birim North,2015,Cocoyam,934,8.08,7542.63,,
EASTERN,Akyemansa,2015,Cocoyam,1323,8.47,11205.22,,
EASTERN,Kwahu West,2015,Cocoyam,1091,7.66,8359.23,,
EASTERN,Kwahu South,2015,Cocoyam,499,7.58,3784.02,,
EASTERN,Kwahu East,2015,Cocoyam,475,7.48,3555.24,,
EASTERN,Fanteakwa,2015,Cocoyam,7598,8.77,66596.48,,
EASTERN,Afram Plains,2015,Cocoyam,40,4.92,196.97,,
EASTERN,Asuogyaman,2015,Cocoyam,36,4.92,177.27,,
EASTERN,Lower Manya Krobo,2015,Cocoyam,50,6.89,344.69,,
EASTERN,Upper Manya Krobo,2015,Cocoyam,78,6.89,537.72,,
EASTERN,Birim South,2015,Plantain,3678.65,11.1,40839.55,,
EASTERN,Birim Central,2015,Plantain,5014.14,11,55150.37,,
EASTERN,West Akim,2015,Plantain,9807.72,10.54,103338.04,,
EASTERN,Suhum Kraboa Coaltar,2015,Plantain,7679.04,8.94,68674.32,,
EASTERN,Akuapim South,2015,Plantain,1578.3,9.56,15088.32,,
EASTERN,Akuapim North,2015,Plantain,1639,10.07,16511.04,,
EASTERN,New Juaben,2015,Plantain,840.75,10.69,8988.1,,
EASTERN,Yilo Krobo,2015,Plantain,602.99,9.46,5702.53,,
EASTERN,East Akim,2015,Plantain,5031.34,11,55339.54,,
EASTERN,Atiwa,2015,Plantain,8113.07,8.84,71721.94,,
EASTERN,Kwaebibirem,2015,Plantain,5928.75,10.28,60944,,
EASTERN,Birim North,2015,Plantain,4492.09,10.71,48115.39,,
EASTERN,Akyemansa,2015,Plantain,6437.65,10.18,65513.45,,
EASTERN,Kwahu West,2015,Plantain,2453.45,10.79,26481,,
EASTERN,Kwahu South,2015,Plantain,4542.67,9.77,44361.2,,
EASTERN,Kwahu East,2015,Plantain,3080.72,9.66,29767.92,,
EASTERN,Fanteakwa,2015,Plantain,13888.04,11,152754.06,,
EASTERN,Afram Plains,2015,Plantain,137.6,6.99,961.79,,
EASTERN,Asuogyaman,2015,Plantain,912.58,8.53,7786.06,,
EASTERN,Lower Manya Krobo,2015,Plantain,250.91,9.97,2501.82,,
EASTERN,Upper Manya Krobo,2015,Plantain,391.54,10.13,3964.43,,
EASTERN,Kwahu South,2015,Groundnut,865,1.26,1090.39,,
EASTERN,Kwahu East,2015,Groundnut,855,1.22,1039.29,,
EASTERN,Fanteakwa,2015,Groundnut,393,1.08,424.63,,
EASTERN,Afram Plains,2015,Groundnut,8350,1.26,10525.7,,
EASTERN,Akuapim South,2015,Cowpea,89.96,1.19,107.48,,
EASTERN,New Juaben,2015,Cowpea,31.52,1.43,45.19,,
EASTERN,Yilo Krobo,2015,Cowpea,19.04,1.43,27.3,,
EASTERN,Kwahu South,2015,Cowpea,14.45,0.97,13.98,,
EASTERN,Kwahu East,2015,Cowpea,9.19,,-,,
EASTERN,Fanteakwa,2015,Cowpea,450.47,1.43,645.8,,
EASTERN,Afram Plains,2015,Cowpea,771.57,1.55,1198.32,,
EASTERN,Lower Manya Krobo,2015,Cowpea,28.89,1.43,41.42,,
EASTERN,Upper Manya Krobo,2015,Cowpea,49.91,1.55,77.51,,
ASHANTI,Bekwai municipal (Amansie East),2015,Maize,2803.94,2.84,7976.52,,
ASHANTI, Bosome Freho ,2015,Maize,1888.9,1.37,2579.26,,
ASHANTI,Amansie Central,2015,Maize,3958.37,1.48,5855.49,,
ASHANTI, Amansie West ,2015,Maize,2613.58,2.73,7137.59,,
ASHANTI,Ejura Sekyedumase,2015,Maize,17345.28,1.59,27632.07,,
ASHANTI,Mampong Municipal (Sekyere West) ,2015,Maize,9439.62,1.48,13963.74,,
ASHANTI, Sekyere Central ,2015,Maize,5884.03,1.59,9373.62,,
ASHANTI, Sekyere East ,2015,Maize,4666.7,2.16,10089.46,,
ASHANTI, Sekyere Afram Plains ,2015,Maize,2052.3,1.59,3269.44,,
ASHANTI, Sekyere South ,2015,Maize,4495.13,1.48,6649.52,,
ASHANTI, Afigya Kwabre ,2015,Maize,2622.57,1.59,4177.91,,
ASHANTI, Ahafo Ano North ,2015,Maize,8473.92,1.37,11570.97,,
ASHANTI, Ahafo Ano South ,2015,Maize,8211.67,1.37,11212.87,,
ASHANTI, Atwima Mponua ,2015,Maize,3007.38,1.71,5133.14,,
ASHANTI, Atwima Nwabiagya ,2015,Maize,4658.53,1.71,7951.42,,
ASHANTI, Ejusu Juaben ,2015,Maize,2866.85,1.37,3914.63,,
ASHANTI, Bosumtwe ,2015,Maize,1350.5,1.48,1997.76,,
ASHANTI, Atwima Kwanwoma ,2015,Maize,1767.99,1.37,2414.15,,
ASHANTI, Kwabre East ,2015,Maize,683.01,1.37,932.64,,
ASHANTI, Offinso ,2015,Maize,7391.4,1.59,11774.94,,
ASHANTI, Offinso North ,2015,Maize,10913.85,1.48,16144.53,,
ASHANTI, Adansi North ,2015,Maize,3112.77,1.37,4250.43,,
ASHANTI,Obuasi Municipal (Adansi West),2015,Maize,785.95,1.37,1073.2,,
ASHANTI, Adansi  South (East) ,2015,Maize,2898.72,1.37,3958.14,,
ASHANTI, Asante Akim North ,2015,Maize,10108.74,1.59,16103.83,,
ASHANTI, Asante Akim South ,2015,Maize,4590.72,1.37,6268.54,,
ASHANTI, K. M. A. ,2015,Maize,274.51,1.48,406.08,,
ASHANTI,Bekwai municipal (Amansie East),2015,Rice,95.83,2.25,215.24,,
ASHANTI, Bosome Freho ,2015,Rice,388.19,2.25,871.87,,
ASHANTI,Amansie Central,2015,Rice,36.39,2.09,75.9,,
ASHANTI, Amansie West ,2015,Rice,55.8,1.76,98.47,,
ASHANTI,Ejura Sekyedumase,2015,Rice,3540.99,2.33,8237.16,,
ASHANTI,Mampong Municipal (Sekyere West) ,2015,Rice,46.1,2.17,99.84,,
ASHANTI, Sekyere Central ,2015,Rice,75.21,2.33,174.96,,
ASHANTI, Sekyere East ,2015,Rice,161.34,1.93,310.6,,
ASHANTI, Sekyere Afram Plains ,2015,Rice,101.9,2.25,228.87,,
ASHANTI, Sekyere South ,2015,Rice,109.78,2.17,237.77,,
ASHANTI, Afigya Kwabre ,2015,Rice,177.11,2.09,369.38,,
ASHANTI, Ahafo Ano North ,2015,Rice,475.53,2.89,1373.2,,
ASHANTI, Ahafo Ano South ,2015,Rice,906.17,2.89,2616.79,,
ASHANTI, Atwima Mponua ,2015,Rice,981.39,2.25,2204.2,,
ASHANTI, Atwima Nwabiagya ,2015,Rice,581.07,2.65,1538.14,,
ASHANTI, Ejusu Juaben ,2015,Rice,668.41,2.81,1876.57,,
ASHANTI, Bosumtwe ,2015,Rice,189.24,2.09,394.68,,
ASHANTI, Atwima Kwanwoma ,2015,Rice,269.3,2.09,561.66,,
ASHANTI, Kwabre East ,2015,Rice,112.82,2.09,235.29,,
ASHANTI, Offinso ,2015,Rice,189.24,2.33,440.22,,
ASHANTI, Offinso North ,2015,Rice,306.91,2.41,738.56,,
ASHANTI, Adansi North ,2015,Rice,403.96,2.25,907.29,,
ASHANTI,Obuasi Municipal (Adansi West),2015,Rice,58.23,2.17,126.11,,
ASHANTI, Adansi  South (East) ,2015,Rice,2244.21,2.17,4860.5,,
ASHANTI, Asante Akim North ,2015,Rice,498.58,2.57,1279.78,,
ASHANTI, Asante Akim South ,2015,Rice,462.19,1.93,889.78,,
ASHANTI, K. M. A. ,2015,Rice,76.42,2.49,190.04,,
ASHANTI,Bekwai municipal (Amansie East),2015,Cassava,4541.26,26.15,118733.84,,
ASHANTI, Bosome Freho ,2015,Cassava,2321.74,18.6,43192.75,,
ASHANTI,Amansie Central,2015,Cassava,6899.88,17.4,120036.44,,
ASHANTI, Amansie West ,2015,Cassava,3709.73,26.15,96993.06,,
ASHANTI,Ejura Sekyedumase,2015,Cassava,3606.45,16.09,58026.27,,
ASHANTI,Mampong Municipal (Sekyere West) ,2015,Cassava,7274.02,22.12,160924.55,,
ASHANTI, Sekyere Central ,2015,Cassava,5545.62,22.12,122686.9,,
ASHANTI, Sekyere East ,2015,Cassava,3532.67,41.23,145650.69,,
ASHANTI, Sekyere Afram Plains ,2015,Cassava,1667.27,20.11,33532.13,,
ASHANTI, Sekyere South ,2015,Cassava,4597.11,18.1,83211.4,,
ASHANTI, Afigya Kwabre ,2015,Cassava,4491.72,18.1,81303.76,,
ASHANTI, Ahafo Ano North ,2015,Cassava,7250.83,18.1,131245.86,,
ASHANTI, Ahafo Ano South ,2015,Cassava,12601.48,19.61,247104.99,,
ASHANTI, Atwima Mponua ,2015,Cassava,5639.42,19.11,107748.99,,
ASHANTI, Atwima Nwabiagya ,2015,Cassava,6799.76,21.12,143594.67,,
ASHANTI, Ejusu Juaben ,2015,Cassava,6219.06,19.11,118823.92,,
ASHANTI, Bosumtwe ,2015,Cassava,2297.5,18.1,41586.62,,
ASHANTI, Atwima Kwanwoma ,2015,Cassava,3268.14,18.1,59156.02,,
ASHANTI, Kwabre East ,2015,Cassava,4426.38,18.1,80121.02,,
ASHANTI, Offinso ,2015,Cassava,4754.14,20.11,95615.32,,
ASHANTI, Offinso North ,2015,Cassava,7325.66,16.09,117866.92,,
ASHANTI, Adansi North ,2015,Cassava,7251.89,20.11,145849.93,,
ASHANTI,Obuasi Municipal (Adansi West),2015,Cassava,349.95,20.11,7038.17,,
ASHANTI, Adansi  South (East) ,2015,Cassava,7146.5,20.11,143730.33,,
ASHANTI, Asante Akim North ,2015,Cassava,5165.16,20.11,103881.78,,
ASHANTI, Asante Akim South ,2015,Cassava,7482.69,20.11,150491.86,,
ASHANTI, K. M. A. ,2015,Cassava,401.59,15.08,6057.58,,
ASHANTI,Bekwai municipal (Amansie East),2015,Yam,509.44,11.69,5957.55,,
ASHANTI, Bosome Freho ,2015,Yam,199.52,14.75,2941.96,,
ASHANTI,Amansie Central,2015,Yam,808.21,12.2,9862.48,,
ASHANTI, Amansie West ,2015,Yam,517.54,11.9,6157.56,,
ASHANTI,Ejura Sekyedumase,2015,Yam,10688.07,17.08,182594.06,,
ASHANTI,Mampong Municipal (Sekyere West) ,2015,Yam,5846.89,16.27,95131.31,,
ASHANTI, Sekyere Central ,2015,Yam,2488.45,16.27,40488.07,,
ASHANTI, Sekyere East ,2015,Yam,2158.28,16.78,36213.4,,
ASHANTI, Sekyere Afram Plains ,2015,Yam,778.84,15.25,11880.08,,
ASHANTI, Sekyere South ,2015,Yam,1309.55,15.25,19975.23,,
ASHANTI, Afigya Kwabre ,2015,Yam,854.8,15.25,13038.74,,
ASHANTI, Ahafo Ano North ,2015,Yam,760.61,11.19,8508.14,,
ASHANTI, Ahafo Ano South ,2015,Yam,442.59,14.24,6301.03,,
ASHANTI, Atwima Mponua ,2015,Yam,471.96,16.27,7679.06,,
ASHANTI, Atwima Nwabiagya ,2015,Yam,1235.62,13.22,16334.47,,
ASHANTI, Ejusu Juaben ,2015,Yam,380.81,13.73,5227.86,,
ASHANTI, Bosumtwe ,2015,Yam,339.29,14.24,4830.31,,
ASHANTI, Atwima Kwanwoma ,2015,Yam,355.49,14.24,5061.01,,
ASHANTI, Kwabre East ,2015,Yam,194.46,12.2,2372.93,,
ASHANTI, Offinso ,2015,Yam,278.52,16.27,4531.63,,
ASHANTI, Offinso North ,2015,Yam,872.02,16.27,14188.13,,
ASHANTI, Adansi North ,2015,Yam,617.81,11.69,7224.86,,
ASHANTI,Obuasi Municipal (Adansi West),2015,Yam,436.52,11.69,5104.78,,
ASHANTI, Adansi  South (East) ,2015,Yam,771.75,12.71,9809.95,,
ASHANTI, Asante Akim North ,2015,Yam,877.08,13.83,12129.94,,
ASHANTI, Asante Akim South ,2015,Yam,273.46,12.2,3336.93,,
ASHANTI, K. M. A. ,2015,Yam,7.29,10.68,77.86,,
ASHANTI,Bekwai municipal (Amansie East),2015,Cocoyam,1213.61,7.15,8680.37,,
ASHANTI, Bosome Freho ,2015,Cocoyam,1462.73,5.58,8169.15,,
ASHANTI,Amansie Central,2015,Cocoyam,1391.7,6.17,8590.57,,
ASHANTI, Amansie West ,2015,Cocoyam,1221.61,7.15,8737.62,,
ASHANTI,Ejura Sekyedumase,2015,Cocoyam,30.02,4.31,129.4,,
ASHANTI,Mampong Municipal (Sekyere West) ,2015,Cocoyam,794.4,5.78,4592.27,,
ASHANTI, Sekyere Central ,2015,Cocoyam,1284.64,6.17,7929.76,,
ASHANTI, Sekyere East ,2015,Cocoyam,567.28,6.07,3446.11,,
ASHANTI, Sekyere Afram Plains ,2015,Cocoyam,1362.68,5.68,7743.9,,
ASHANTI, Sekyere South ,2015,Cocoyam,2188.09,6.07,13292.14,,
ASHANTI, Afigya Kwabre ,2015,Cocoyam,2362.18,6.07,14349.68,,
ASHANTI, Ahafo Ano North ,2015,Cocoyam,6341.17,5.68,36035.85,,
ASHANTI, Ahafo Ano South ,2015,Cocoyam,9422.71,6.27,59087.17,,
ASHANTI, Atwima Mponua ,2015,Cocoyam,6354.18,5.29,33619.43,,
ASHANTI, Atwima Nwabiagya ,2015,Cocoyam,5102.55,4.8,24497.44,,
ASHANTI, Ejusu Juaben ,2015,Cocoyam,2301.15,5.19,11949.73,,
ASHANTI, Bosumtwe ,2015,Cocoyam,441.22,5.65,2494.42,,
ASHANTI, Atwima Kwanwoma ,2015,Cocoyam,543.27,5.65,3071.36,,
ASHANTI, Kwabre East ,2015,Cocoyam,1701.85,6.86,11672.31,,
ASHANTI, Offinso ,2015,Cocoyam,861.43,6.86,5908.21,,
ASHANTI, Offinso North ,2015,Cocoyam,911.46,4.21,3840.09,,
ASHANTI, Adansi North ,2015,Cocoyam,1000.5,5.58,5587.65,,
ASHANTI,Obuasi Municipal (Adansi West),2015,Cocoyam,421.21,4.7,1980.97,,
ASHANTI, Adansi  South (East) ,2015,Cocoyam,2219.11,6.37,14132.84,,
ASHANTI, Asante Akim North ,2015,Cocoyam,1116.56,6.56,7329.82,,
ASHANTI, Asante Akim South ,2015,Cocoyam,7894.95,5.09,40224.43,,
ASHANTI, K. M. A. ,2015,Cocoyam,7.2,4.41,31.76,,
ASHANTI,Bekwai municipal (Amansie East),2015,Plantain,3646.75,11.12,40548.53,,
ASHANTI, Bosome Freho ,2015,Plantain,4706.13,11.73,55208.36,,
ASHANTI,Amansie Central,2015,Plantain,5021.22,10.71,53782.57,,
ASHANTI, Amansie West ,2015,Plantain,3534.65,11.22,39662.66,,
ASHANTI,Ejura Sekyedumase,2015,Plantain,919.01,10.71,9843.55,,
ASHANTI,Mampong Municipal (Sekyere West) ,2015,Plantain,1615.84,11.22,18131.5,,
ASHANTI, Sekyere Central ,2015,Plantain,2738.85,12.24,33526.8,,
ASHANTI, Sekyere East ,2015,Plantain,1314.89,12.24,16095.83,,
ASHANTI, Sekyere Afram Plains ,2015,Plantain,1514.85,12.14,18389.05,,
ASHANTI, Sekyere South ,2015,Plantain,2529.8,11.22,28387.13,,
ASHANTI, Afigya Kwabre ,2015,Plantain,2424.77,10.71,25971.83,,
ASHANTI, Ahafo Ano North ,2015,Plantain,7484.37,12.75,95435.06,,
ASHANTI, Ahafo Ano South ,2015,Plantain,8181.2,12.24,100147.7,,
ASHANTI, Atwima Mponua ,2015,Plantain,8651.81,11.22,97082.86,,
ASHANTI, Atwima Nwabiagya ,2015,Plantain,4794,11.22,53793.9,,
ASHANTI, Ejusu Juaben ,2015,Plantain,3505.36,11.22,39334.03,,
ASHANTI, Bosumtwe ,2015,Plantain,1919.82,11.22,21542.49,,
ASHANTI, Atwima Kwanwoma ,2015,Plantain,1316.91,11.22,14777.17,,
