REGION,DISTRICT,YEAR,CROP,AREA (Ha),YIELD (Mt/Ha),PRODUCTION (Mt),,
WESTERN,Juabeso,2016,Cassava,6540,13.52,88436,,
WESTERN,Sekondi-Takoradi,2016,Yam,32,5.72,183,,
WESTERN,Shama,2016,Yam,45,3.44,155,,
WESTERN,Ahanta West,2016,Yam,22,4.64,102,,
WESTERN,Mporhor Wassa East,2016,Yam,272,7.84,2133,,
WESTERN,Tarkwa Nsuaem,2016,Yam,160,12.19,1951,,
WESTERN,Prestea / Huni Valley,2016,Yam,118,5.36,632,,
WESTERN, Nzema East,2016,Yam,38,9.82,373,,
WESTERN,Ellembele,2016,Yam,21,4.9,103,,
WESTERN,Jomoro,2016,Yam,16,5.75,92,,
WESTERN, Amenfi East,2016,Yam,512,11.74,6011,,
WESTERN,Amenfi  West (Wassa Amenfi),2016,Yam,720,5.71,4112,,
WESTERN,Aowin -Suaman,2016,Yam,992,7.02,6961,,
WESTERN,Bibiani-Anhwiaso-Bekwai,2016,Yam,2550,12.73,32452,,
WESTERN,Sefwi-Wiawso,2016,Yam,1745,11.38,19850,,
WESTERN,Akontombra,2016,Yam,1240,1.6,1985,,
WESTERN,Bia,2016,Yam,1820,0.59,1082,,
WESTERN,Juabeso,2016,Yam,1750,12.07,21123,,
CENTRAL,Upper Denkyira East,2016,Maize,2902.81,2.58,7479.32,,
CENTRAL,Upper Denkyira West,2016,Maize,4184.93,2.35,9849.03,,
CENTRAL,Twifo-Herman/L. Denkyira,2016,Maize,3568.75,3.22,11495.94,,
CENTRAL,Assin South,2016,Maize,3186.02,3.2,10188.6,,
CENTRAL,Assin North,2016,Maize,9651.47,1.16,11156.56,,
CENTRAL,Abura-Asebu-Kwamankese,2016,Maize,3966.85,2.95,11713.36,,
CENTRAL,Asikuma-Odoben-Brakwa,2016,Maize,3672.67,2.82,10363.84,,
CENTRAL,Mfantsiman,2016,Maize,6515.71,2.41,15711.64,,
CENTRAL,Komenda-Edina-Eguafo-Abirem,2016,Maize,10327.66,1.87,19349.51,,
CENTRAL,Ajumako-Enyan-Esiam,2016,Maize,3811.71,1.76,6700.25,,
CENTRAL,Effutu (Winneba),2016,Maize,4569.12,2.5,11412.07,,
CENTRAL,Awutu-Senya,2016,Maize,8440.34,2.3,19424.91,,
CENTRAL,Gomoa East,2016,Maize,2393.48,2.64,6311.49,,
CENTRAL,Gomoa West,2016,Maize,2580.09,2.39,6179.2,,
CENTRAL,Cape Coast,2016,Maize,5689.51,1.93,11008.73,,
CENTRAL,Agona East,2016,Maize,1870.98,2.24,4185.83,,
CENTRAL,Agona West,2016,Maize,1510.89,2.22,3359.71,,
CENTRAL,Upper Denkyira East,2016,Rice,177.14,1.23,217.41,,
CENTRAL,Upper Denkyira West,2016,Rice,466.22,1.24,580.34,,
CENTRAL,Twifo-Herman/L. Denkyira,2016,Rice,422.07,1.06,446.7,,
CENTRAL,Assin South,2016,Rice,234.96,2.95,693.47,,
CENTRAL,Assin North,2016,Rice,136.14,1.23,167.23,,
CENTRAL,Abura-Asebu-Kwamankese,2016,Rice,127.73,1.69,215.65,,
CENTRAL,Asikuma-Odoben-Brakwa,2016,Rice,65.71,1.35,89,,
CENTRAL,Gomoa East,2016,Rice,78,4.4,343,,
CENTRAL,Agona East,2016,Rice,27,1.93,52,,
CENTRAL,Upper Denkyira East,2016,Cassava,2665.14,20,53294.69,,
CENTRAL,Upper Denkyira West,2016,Cassava,6332.07,18.46,116914.66,,
CENTRAL,Twifo-Herman/L. Denkyira,2016,Cassava,7533.54,21.26,160184.52,,
CENTRAL,Assin South,2016,Cassava,3720.4,32.44,120694.52,,
CENTRAL,Assin North,2016,Cassava,6098.98,18.26,111347.6,,
CENTRAL,Abura-Asebu-Kwamankese,2016,Cassava,5329.78,9.72,51819.3,,
CENTRAL,Asikuma-Odoben-Brakwa,2016,Cassava,5260.91,14.14,74399.6,,
CENTRAL,Mfantsiman,2016,Cassava,10908.05,14.18,154634.81,,
CENTRAL,Komenda-Edina-Eguafo-Abirem,2016,Cassava,17163.16,19.84,340522.39,,
CENTRAL,Ajumako-Enyan-Esiam,2016,Cassava,6135,18.75,115050.62,,
CENTRAL,Effutu (Winneba),2016,Cassava,9028.5,14.55,131401.73,,
CENTRAL,Awutu-Senya,2016,Cassava,24672.01,14.17,349487.48,,
CENTRAL,Gomoa East,2016,Cassava,1533.59,21,32212.71,,
CENTRAL,Gomoa West,2016,Cassava,3012.66,15.91,47916.95,,
CENTRAL,Cape Coast,2016,Cassava,7721.07,19.96,154147.44,,
CENTRAL,Agona East,2016,Cassava,2768.97,15.88,43969.53,,
CENTRAL,Agona West,2016,Cassava,1971.17,14.06,27716.45,,
CENTRAL,Upper Denkyira East,2016,Yam,129.01,5.51,710.53,,
CENTRAL,Upper Denkyira West,2016,Yam,312.01,5.1,1592.22,,
CENTRAL,Twifo-Herman/L. Denkyira,2016,Yam,213.01,4.24,904.17,,
CENTRAL,Assin South,2016,Yam,57.01,5.18,295.19,,
CENTRAL,Assin North,2016,Yam,249.01,4.84,1204.21,,
CENTRAL,Abura-Asebu-Kwamankese,2016,Yam,526.01,6.73,3538.26,,
CENTRAL,Asikuma-Odoben-Brakwa,2016,Yam,11.31,11.41,129.09,,
CENTRAL,Ajumako-Enyan-Esiam,2016,Yam,545.01,3.97,2165.87,,
CENTRAL,Effutu (Winneba),2016,Yam,48.01,5.36,257.55,,
CENTRAL,Awutu-Senya,2016,Yam,135.01,6.19,835.83,,
CENTRAL,Gomoa East,2016,Yam,22.51,10.5,236.33,,
CENTRAL,Gomoa West,2016,Yam,10.01,11.99,120.05,,
CENTRAL,Agona East,2016,Yam,204.01,9.83,2006.44,,
CENTRAL,Agona West,2016,Yam,144.01,8.47,1220.28,,
GREATER ACCRA,Tema,2016,Maize,143,0.74,106.43,,
GREATER ACCRA,Ashaiman,2016,Maize,54,0.57,31.03,,
GREATER ACCRA,Adentan,2016,Maize,94,0.33,30.64,,
GREATER ACCRA,Dangbe West,2016,Maize,1159,1.83,2117.5,,
GREATER ACCRA,Dangme East,2016,Maize,389,0.27,105.7,,
GREATER ACCRA,A.M.A,2016,Maize,19,1.39,26.41,,
GREATER ACCRA,Ledzokuku-Krowor,2016,Maize,17,0.8,13.52,,
GREATER ACCRA,Ga East,2016,Maize,368,1.2,440.56,,
GREATER ACCRA,Ga West,2016,Maize,617,0.99,611.22,,
GREATER ACCRA,Ga South,2016,Maize,202,1.01,204,,
GREATER ACCRA,Ashaiman,2016,Rice,19.07,6.87,131.1,,
GREATER ACCRA,Dangbe West,2016,Rice,3224.2,7,22554.35,,
GREATER ACCRA,Ga East,2016,Rice,3.1,4.36,13.51,,
GREATER ACCRA,Ga West,2016,Rice,61,6.08,371.12,,
GREATER ACCRA,Tema,2016,Cassava,157.2,12.15,1910.64,,
GREATER ACCRA,Adentan,2016,Cassava,14.11,13.49,190.32,,
GREATER ACCRA,Dangbe West,2016,Cassava,1612,20.17,32511.22,,
GREATER ACCRA,Dangme East,2016,Cassava,2900,7.97,23102.12,,
GREATER ACCRA,A.M.A,2016,Cassava,0.8,2.95,2.36,,
GREATER ACCRA,Ledzokuku-Krowor,2016,Cassava,1.1,2.01,2.21,,
GREATER ACCRA,Ga East,2016,Cassava,151.2,15.83,2393.3,,
GREATER ACCRA,Ga West,2016,Cassava,1190.42,17.38,20690.15,,
GREATER ACCRA,Ga South,2016,Cassava,435.12,14.48,6300.37,,
VOLTA,North Tongu,2016,Maize,2336.59,1.57,3658.7,,
VOLTA,South Tongu,2016,Maize,1936.59,1.56,3013.53,,
VOLTA,Akatsi,2016,Maize,2910.59,1.96,5701.72,,
VOLTA,Keta Municipal,2016,Maize,974.59,1.19,1159,,
VOLTA,Ketu North,2016,Maize,2455.59,2.22,5455,,
VOLTA,Ketu South,2016,Maize,1414.59,1.54,2176.6,,
VOLTA,Kpando Municipal (North Dayi),2016,Maize,3128.59,1.61,5036.63,,
VOLTA,South Dayi,2016,Maize,2228.59,1.85,4116.7,,
VOLTA,Hohoe Municipal,2016,Maize,8738.59,2.34,20415.06,,
VOLTA,Jasikan,2016,Maize,2584.59,2.41,6236.25,,
VOLTA,Biakoye,2016,Maize,2482.59,2.42,6001.24,,
VOLTA,Kadjebi,2016,Maize,3714.59,2.38,8839.77,,
VOLTA,Nkwanta North,2016,Maize,3534.59,1.31,4623.45,,
VOLTA,Nkwanta South,2016,Maize,3552.59,1.41,4993.24,,
VOLTA,Krachi West,2016,Maize,2744.59,1.43,3934.26,,
VOLTA,Krachi East,2016,Maize,1887.89,1.56,2943.4,,
VOLTA,Ho Municipal,2016,Maize,3096.59,1.61,4987.48,,
VOLTA,Adaklu Anyigbe,2016,Maize,2552.59,1.93,4931.01,,
VOLTA,North Tongu,2016,Rice,1784.81,3.87,6910.96,,
VOLTA,South Tongu,2016,Rice,2190.83,4.99,10932.96,,
VOLTA,Ketu North,2016,Rice,7080.6,6.45,45685.26,,
VOLTA,Kpando Municipal (North Dayi),2016,Rice,954.16,4.98,4749.17,,
VOLTA,South Dayi,2016,Rice,748.42,4.27,3192.06,,
VOLTA,Hohoe Municipal,2016,Rice,9792.52,4.08,39905.27,,
VOLTA,Jasikan,2016,Rice,4937.77,6.59,32530.67,,
VOLTA,Biakoye,2016,Rice,3878.39,4.82,18698.67,,
VOLTA,Kadjebi,2016,Rice,3821.48,4.49,17175.65,,
VOLTA,Nkwanta North,2016,Rice,2461.15,4.53,11152.67,,
VOLTA,Nkwanta South,2016,Rice,2748.98,4.56,12535.16,,
VOLTA,Krachi West,2016,Rice,2176.61,3.69,8021.49,,
VOLTA,Krachi East,2016,Rice,2118.6,4.39,9303.34,,
VOLTA,Ho Municipal,2016,Rice,790,5.05,3986.89,,
VOLTA,Adaklu Anyigbe,2016,Rice,658.68,5.43,3573.8,,
VOLTA,North Tongu,2016,Cassava,2661.78,17.93,47720.97,,
VOLTA,South Tongu,2016,Cassava,2341.78,15.38,36010.62,,
VOLTA,Akatsi,2016,Cassava,2891.78,17,49165.32,,
VOLTA,Keta Municipal,2016,Cassava,1291.78,11.59,14967.56,,
VOLTA,Ketu North,2016,Cassava,8011.78,16.28,130429.84,,
VOLTA,Ketu South,2016,Cassava,2481.78,15.97,39631.55,,
VOLTA,Kpando Municipal (North Dayi),2016,Cassava,2031.78,16.58,33695.43,,
VOLTA,South Dayi,2016,Cassava,1434.78,18.49,26532.83,,
VOLTA,Hohoe Municipal,2016,Cassava,9781.78,14.49,141762.43,,
VOLTA,Jasikan,2016,Cassava,8341.78,18.3,152676,,
VOLTA,Biakoye,2016,Cassava,7169.78,18.26,130946.63,,
VOLTA,Kadjebi,2016,Cassava,4581.78,17.34,79470.21,,
VOLTA,Nkwanta North,2016,Cassava,1401.78,22.56,31627.84,,
VOLTA,Nkwanta South,2016,Cassava,1762.78,21.11,37216.89,,
VOLTA,Krachi West,2016,Cassava,11741.78,18.93,222260.86,,
VOLTA,Krachi East,2016,Cassava,9701.78,18.14,175957.01,,
VOLTA,Ho Municipal,2016,Cassava,4581.78,17.13,78475.57,,
VOLTA,Adaklu Anyigbe,2016,Cassava,1331.78,19.25,25632.47,,
VOLTA,Kpando Municipal (North Dayi),2016,Yam,1629.44,11.42,18611.12,,
VOLTA,South Dayi,2016,Yam,148.58,10.68,1587.47,,
VOLTA,Hohoe Municipal,2016,Yam,1602.05,9.25,14824.5,,
VOLTA,Jasikan,2016,Yam,1217.64,13.72,16711.67,,
VOLTA,Biakoye,2016,Yam,1147.65,12.55,14404.29,,
VOLTA,Kadjebi,2016,Yam,1386.01,12.97,17981.12,,
VOLTA,Nkwanta North,2016,Yam,5161.18,20.14,103925.93,,
VOLTA,Nkwanta South,2016,Yam,4570.87,18.39,84040.82,,
VOLTA,Krachi West,2016,Yam,6061.87,17.2,104235.47,,
VOLTA,Krachi East,2016,Yam,7715.15,17.63,135980.12,,
VOLTA,Ho Municipal,2016,Yam,982.33,13.09,12861.11,,
VOLTA,Adaklu Anyigbe,2016,Yam,336.23,10.48,3523.4,,
VOLTA,Nkwanta North,2016,Soyabean,302.79,0.62,189.15,,
VOLTA,Nkwanta South,2016,Soyabean,335.31,0.64,214.1,,
VOLTA,Krachi West,2016,Soyabean,1429.63,0.82,1170.18,,
VOLTA,Krachi East,2016,Soyabean,1195.27,0.77,924.57,,
EASTERN,Birim South,2016,Maize,5254.54,2.98,15665.11,,
EASTERN,Birim Central,2016,Maize,7416.5,3.02,22415.3,,
EASTERN,West Akim,2016,Maize,12086.14,3.97,48029.6,,
EASTERN,Suhum Kraboa Coaltar,2016,Maize,7345.38,2.68,19717.64,,
EASTERN,Akuapim South,2016,Maize,5746.95,2.65,15237.22,,
EASTERN,Akuapim North,2016,Maize,7962.6,2.85,22697.1,,
EASTERN,New Juaben,2016,Maize,4543.66,2.65,12063.19,,
EASTERN,Yilo Krobo,2016,Maize,7798.93,2.23,17393.69,,
EASTERN,East Akim,2016,Maize,5189.89,2.59,13442.75,,
EASTERN,Atiwa,2016,Maize,5836.7,2.73,15928.8,,
EASTERN,Kwaebibirem,2016,Maize,5805.67,2.81,16301.85,,
EASTERN,Birim North,2016,Maize,3924.71,2.39,9374.82,,
EASTERN,Akyemansa,2016,Maize,5475.22,2.47,13550.1,,
EASTERN,Kwahu West,2016,Maize,3662.99,2.62,9584.59,,
EASTERN,Kwahu South,2016,Maize,3907.98,2.56,9986.81,,
EASTERN,Kwahu East,2016,Maize,2657.02,2.6,6897.76,,
EASTERN,Fanteakwa,2016,Maize,14253.05,2.15,30667.13,,
EASTERN,Afram Plains,2016,Maize,22499.07,2.83,63601.59,,
EASTERN,Asuogyaman,2016,Maize,7558.74,2.12,16016.6,,
EASTERN,Lower Manya Krobo,2016,Maize,4667.75,2.43,11342.09,,
EASTERN,Upper Manya Krobo,2016,Maize,7129.5,2.4,17138.27,,
EASTERN,Birim South,2016,Rice,1609.65,3.58,5760.05,,
EASTERN,Birim Central,2016,Rice,2127.89,3.55,7554.21,,
EASTERN,West Akim,2016,Rice,70,3.3,231,,
EASTERN,East Akim,2016,Rice,79,3.3,260.7,,
EASTERN,Atiwa,2016,Rice,171.6,4,686.68,,
EASTERN,Kwaebibirem,2016,Rice,1147.12,3.63,4158.77,,
EASTERN,Birim North,2016,Rice,1063.02,4.17,4430.06,,
EASTERN,Akyemansa,2016,Rice,1145.44,4.15,4758.61,,
EASTERN,Kwahu West,2016,Rice,129,3.49,450.21,,
EASTERN,Fanteakwa,2016,Rice,23.07,,-,,
EASTERN,Afram Plains,2016,Rice,93.82,4.65,436.56,,
EASTERN,Lower Manya Krobo,2016,Rice,799.52,3.7,2955.37,,
EASTERN,Upper Manya Krobo,2016,Rice,1152.37,3.52,4055.1,,
EASTERN,Birim South,2016,Cassava,6247.49,25.88,161713.41,,
EASTERN,Birim Central,2016,Cassava,8508.08,25.11,213665.55,,
EASTERN,West Akim,2016,Cassava,15276.89,28.27,431835.14,,
EASTERN,Suhum Kraboa Coaltar,2016,Cassava,11798.57,26.19,309007.45,,
EASTERN,Akuapim South,2016,Cassava,7189.79,25.94,186536.19,,
EASTERN,Akuapim North,2016,Cassava,11788.76,26.89,316970.9,,
EASTERN,New Juaben,2016,Cassava,5057.29,21.76,110051,,
EASTERN,Yilo Krobo,2016,Cassava,11579.25,17.24,199673.21,,
EASTERN,East Akim,2016,Cassava,8117.05,22.58,183317.14,,
EASTERN,Atiwa,2016,Cassava,8363.91,35.4,296091.93,,
EASTERN,Kwaebibirem,2016,Cassava,9016.31,21.31,192120.24,,
EASTERN,Birim North,2016,Cassava,5311.41,25.1,133291.82,,
EASTERN,Akyemansa,2016,Cassava,7552.81,22.26,168097.82,,
EASTERN,Kwahu West,2016,Cassava,8410.58,26.6,223758.41,,
EASTERN,Kwahu South,2016,Cassava,6752.09,17.56,118567.73,,
EASTERN,Kwahu East,2016,Cassava,5799.93,17.18,99626.34,,
EASTERN,Fanteakwa,2016,Cassava,18810.66,25.69,483230.16,,
EASTERN,Afram Plains,2016,Cassava,20178.73,25.16,507787.66,,
EASTERN,Asuogyaman,2016,Cassava,11582.36,24.81,287324.38,,
EASTERN,Lower Manya Krobo,2016,Cassava,4607.14,23.07,106267.1,,
EASTERN,Upper Manya Krobo,2016,Cassava,7220.9,22.5,162451.42,,
EASTERN,Birim South,2016,Yam,426.11,17.55,7478.07,,
EASTERN,Birim Central,2016,Yam,547.42,17.5,9579.27,,
EASTERN,West Akim,2016,Yam,1310.63,18.45,24179.32,,
EASTERN,Suhum Kraboa Coaltar,2016,Yam,294.7,17.65,5201.77,,
EASTERN,Akuapim South,2016,Yam,275.49,17.09,4709.22,,
EASTERN,Akuapim North,2016,Yam,204.73,16.74,3426.26,,
EASTERN,New Juaben,2016,Yam,180.47,17.35,3130.44,,
EASTERN,Yilo Krobo,2016,Yam,1514.83,17.39,26336.34,,
EASTERN,East Akim,2016,Yam,539.33,15.76,8501.89,,
EASTERN,Atiwa,2016,Yam,544.39,15.76,8579.14,,
EASTERN,Kwaebibirem,2016,Yam,343.22,16.12,5531.47,,
EASTERN,Birim North,2016,Yam,760.71,15.53,11816.02,,
EASTERN,Akyemansa,2016,Yam,1054.88,15.62,16480.79,,
EASTERN,Kwahu West,2016,Yam,1311.64,15.39,20180.13,,
EASTERN,Kwahu South,2016,Yam,626.27,18.54,11613.73,,
EASTERN,Kwahu East,2016,Yam,662.66,18.54,12288.58,,
EASTERN,Fanteakwa,2016,Yam,2531.77,17.36,43951.4,,
EASTERN,Afram Plains,2016,Yam,26135.79,22.91,598830.94,,
EASTERN,Asuogyaman,2016,Yam,1529.99,17.96,27485.82,,
EASTERN,Lower Manya Krobo,2016,Yam,633.34,18.54,11744.95,,
EASTERN,Upper Manya Krobo,2016,Yam,938.63,18.92,17756.44,,
ASHANTI,Bekwai municipal (Amansie East),2016,Maize,2464.92,3.06,7541.86,,
ASHANTI,Bosome Freho,2016,Maize,1775.9,1.37,2434.37,,
ASHANTI,Amansie Central,2016,Maize,3732.35,1.53,5715.72,,
ASHANTI,Amansie West,2016,Maize,2274.56,3.1,7052.93,,
ASHANTI,Ejura Sekyedumase,2016,Maize,16780.24,1.65,27707.63,,
ASHANTI,Mampong Municipal (Sekyere West) ,2016,Maize,9044.09,1.54,13906.64,,
ASHANTI,Sekyere Central,2016,Maize,5545.01,1.65,9139.96,,
ASHANTI,Sekyere East,2016,Maize,4327.68,2.35,10153.8,,
ASHANTI,Sekyere Afram Plains,2016,Maize,1939.3,1.65,3204.56,,
ASHANTI,Sekyere South,2016,Maize,4269.12,1.5,6409.74,,
ASHANTI,Afigya Kwabre,2016,Maize,2509.56,1.65,4153.02,,
ASHANTI,Ahafo Ano North,2016,Maize,8078.4,1.43,11563.87,,
ASHANTI,Ahafo Ano South,2016,Maize,7816.14,1.4,10955.76,,
ASHANTI,Atwima Mponua,2016,Maize,2781.36,1.83,5093.37,,
ASHANTI,Atwima Nwabiagya,2016,Maize,4319.51,1.81,7816.76,,
ASHANTI,Ejusu Juaben,2016,Maize,2753.85,1.37,3779.74,,
ASHANTI,Bosumtwe,2016,Maize,1294,1.6,2065.31,,
ASHANTI,Atwima Kwanwoma,2016,Maize,1654.98,1.37,2269.27,,
ASHANTI,Kwabre East,2016,Maize,626.51,1.45,910.2,,
ASHANTI,Offinso,2016,Maize,6995.87,1.65,11517.84,,
ASHANTI,Offinso North,2016,Maize,10518.32,1.53,16087.43,,
ASHANTI,Adansi North,2016,Maize,2999.76,1.4,4205.54,,
ASHANTI,Obuasi (Adansi West),2016,Maize,672.95,1.53,1028.32,,
ASHANTI,Adansi  South (East),2016,Maize,2785.71,1.35,3763.25,,
ASHANTI,Asante Akim North,2016,Maize,9713.21,1.66,16146.73,,
ASHANTI,Asante Akim South,2016,Maize,4364.71,1.42,6178.77,,
ASHANTI,K. M. A.,2016,Maize,218.01,1.76,383.63,,
ASHANTI,Bekwai municipal (Amansie East),2016,Rice,98.46,2.49,245.24,,
ASHANTI,Bosome Freho,2016,Rice,405.27,2.63,1066.83,,
ASHANTI,Amansie Central,2016,Rice,37.71,2.41,90.9,,
ASHANTI,Amansie West,2016,Rice,57.12,1.99,113.47,,
ASHANTI,Ejura Sekyedumase,2016,Rice,3619.83,2.52,9136.97,,
ASHANTI,Mampong Municipal (Sekyere West) ,2016,Rice,47.41,2.42,114.83,,
ASHANTI,Sekyere Central,2016,Rice,77.84,2.63,204.95,,
ASHANTI,Sekyere East,2016,Rice,163.97,2.08,340.6,,
ASHANTI,Sekyere Afram Plains,2016,Rice,104.53,2.48,258.86,,
ASHANTI,Sekyere South,2016,Rice,112.41,2.38,267.76,,
ASHANTI,Afigya Kwabre,2016,Rice,190.25,2.73,519.35,,
ASHANTI,Ahafo Ano North,2016,Rice,495.24,3.23,1598.15,,
ASHANTI,Ahafo Ano South,2016,Rice,945.59,3.24,3066.69,,
ASHANTI,Atwima Mponua,2016,Rice,1007.66,2.49,2504.14,,
ASHANTI,Atwima Nwabiagya,2016,Rice,600.78,2.93,1763.09,,
ASHANTI,Ejusu Juaben,2016,Rice,688.12,3.05,2101.52,,
ASHANTI,Bosumtwe,2016,Rice,195.81,2.4,469.66,,
ASHANTI,Atwima Kwanwoma,2016,Rice,275.87,2.31,636.64,,
ASHANTI,Kwabre East,2016,Rice,115.44,2.3,265.28,,
ASHANTI,Offinso,2016,Rice,195.81,2.63,515.2,,
ASHANTI,Offinso North,2016,Rice,314.79,2.63,828.54,,
ASHANTI,Adansi North,2016,Rice,411.84,2.42,997.27,,
ASHANTI,Obuasi (Adansi West),2016,Rice,59.54,2.37,141.11,,
ASHANTI,Adansi  South (East),2016,Rice,2283.62,2.33,5310.4,,
ASHANTI,Asante Akim North,2016,Rice,518.29,2.9,1504.74,,
ASHANTI,Asante Akim South,2016,Rice,470.07,2.08,979.76,,
ASHANTI,K. M. A.,2016,Rice,77.74,2.64,205.04,,
ASHANTI,Bekwai municipal (Amansie East),2016,Cassava,4151,29.19,121147,,
ASHANTI,Bosome Freho,2016,Cassava,2094,22.22,46528,,
ASHANTI,Amansie Central,2016,Cassava,6905,17.83,123142,,
ASHANTI,Amansie West,2016,Cassava,3568,27.89,99527,,
ASHANTI,Ejura Sekyedumase,2016,Cassava,3292,18.96,62418,,
ASHANTI,Mampong Municipal (Sekyere West) ,2016,Cassava,6851,24.12,165241,,
ASHANTI,Sekyere Central,2016,Cassava,5089,25.6,130257,,
ASHANTI,Sekyere East,2016,Cassava,3566,42.35,151029,,
ASHANTI,Sekyere Afram Plains,2016,Cassava,1492,23.85,35581,,
ASHANTI,Sekyere South,2016,Cassava,4226,20.57,86925,,
ASHANTI,Afigya Kwabre,2016,Cassava,3810,22.23,84712,,
ASHANTI,Ahafo Ano North,2016,Cassava,7310,18.66,136428,,
ASHANTI,Ahafo Ano South,2016,Cassava,11924,21.19,252694,,
ASHANTI,Atwima Mponua,2016,Cassava,5118,21.85,111852,,
ASHANTI,Atwima Nwabiagya,2016,Cassava,6389,23.05,147265,,
ASHANTI,Ejusu Juaben,2016,Cassava,6250,19.56,122253,,
ASHANTI,Bosumtwe,2016,Cassava,2200,20.36,44795,,
ASHANTI,Atwima Kwanwoma,2016,Cassava,3169,20.4,64635,,
ASHANTI,Kwabre East,2016,Cassava,4483,19.49,87368,,
ASHANTI,Offinso,2016,Cassava,4382,22.93,100486,,
ASHANTI,Offinso North,2016,Cassava,6971,17.48,121853,,
ASHANTI,Adansi North,2016,Cassava,7191,20.71,148945,,
ASHANTI,Obuasi (Adansi West),2016,Cassava,337,22.76,7670,,
ASHANTI,Adansi  South (East),2016,Cassava,6787,21.74,147568,,
ASHANTI,Asante Akim North,2016,Cassava,4824,22.65,109249,,
ASHANTI,Asante Akim South,2016,Cassava,6949,22.47,156164,,
ASHANTI,K. M. A.,2016,Cassava,397,17.11,6793,,
ASHANTI,Bekwai municipal (Amansie East),2016,Yam,500,11.64,5818,,
ASHANTI,Bosome Freho,2016,Yam,186,14.59,2714,,
ASHANTI,Amansie Central,2016,Yam,803,12.43,9985,,
ASHANTI,Amansie West,2016,Yam,509,12.41,6319,,
ASHANTI,Ejura Sekyedumase,2016,Yam,10054,18.23,183307,,
ASHANTI,Mampong Municipal (Sekyere West) ,2016,Yam,5387,17.85,96151,,
ASHANTI,Sekyere Central,2016,Yam,2309,17.36,40078,,
ASHANTI,Sekyere East,2016,Yam,2167,16.52,35792,,
ASHANTI,Sekyere Afram Plains,2016,Yam,759,15.72,11935,,
ASHANTI,Sekyere South,2016,Yam,1216,16.57,20147,,
ASHANTI,Afigya Kwabre,2016,Yam,860,15.07,12963,,
ASHANTI,Ahafo Ano North,2016,Yam,751,11.21,8416,,
ASHANTI,Ahafo Ano South,2016,Yam,420,14.75,6195,,
ASHANTI,Atwima Mponua,2016,Yam,458,16.9,7741,,
ASHANTI,Atwima Nwabiagya,2016,Yam,1241,13.34,16555,,
ASHANTI,Ejusu Juaben,2016,Yam,374,14.43,5398,,
ASHANTI,Bosumtwe,2016,Yam,330,14.52,4793,,
ASHANTI,Atwima Kwanwoma,2016,Yam,354,14.81,5241,,
ASHANTI,Kwabre East,2016,Yam,198,11.42,2262,,
ASHANTI,Offinso,2016,Yam,275,16.31,4486,,
ASHANTI,Offinso North,2016,Yam,876,16.81,14729,,
ASHANTI,Adansi North,2016,Yam,614,12.54,7698,,
ASHANTI,Obuasi (Adansi West),2016,Yam,425,12.82,5447,,
ASHANTI,Adansi  South (East),2016,Yam,761,13.78,10489,,
ASHANTI,Asante Akim North,2016,Yam,870,14.57,12678,,
ASHANTI,Asante Akim South,2016,Yam,260,12.36,3213,,
ASHANTI,K. M. A.,2016,Yam,6,13.17,79,,
BRONG AHAFO,Sunyani,2016,Maize,14524,1.66,24083.5,,
BRONG AHAFO,Sunyani West,2016,Maize,20654,1.79,36982.12,,
BRONG AHAFO,Asutifi,2016,Maize,4506,1.88,8483.93,,
BRONG AHAFO,Wenchi,2016,Maize,11076,2.52,27952.13,,
BRONG AHAFO,Dormaa ,2016,Maize,17452,1.75,30599.7,,
BRONG AHAFO,Dormaa East,2016,Maize,11698,2,23414.37,,
BRONG AHAFO,Berekum,2016,Maize,12875,1.75,22565.94,,
BRONG AHAFO,Tano North,2016,Maize,5142,1.84,9446.07,,
BRONG AHAFO,Tano South,2016,Maize,5324,1.88,10010.23,,
BRONG AHAFO,Sene,2016,Maize,8235,1.75,14372.96,,
BRONG AHAFO,Nkoranza South,2016,Maize,15133,1.83,27733.46,,
BRONG AHAFO,Nkoranza North,2016,Maize,19028,1.71,32523.08,,
BRONG AHAFO,Techiman,2016,Maize,9677,2.62,25372.74,,
BRONG AHAFO,Asunafo North,2016,Maize,5148,1.78,9152.25,,
BRONG AHAFO,Asunafo South,2016,Maize,3282,2.54,8344.06,,
BRONG AHAFO,Jaman North,2016,Maize,2561,1.87,4790.33,,
BRONG AHAFO,Jaman South,2016,Maize,6025,1.72,10355.73,,
BRONG AHAFO,Kintampo North,2016,Maize,25193,1.91,48206.64,,
BRONG AHAFO,Kintampo South,2016,Maize,9282,2.06,19150.45,,
BRONG AHAFO,Atebubu Amantin,2016,Maize,1750,1.91,3341.93,,
BRONG AHAFO,Pru,2016,Maize,2695,1.79,4820.07,,
BRONG AHAFO,Tain,2016,Maize,1782,2.21,3939.31,,
BRONG AHAFO,Asutifi,2016,Rice,400,1.68,671.71,,
BRONG AHAFO,Dormaa ,2016,Rice,996,1.27,1260.65,,
BRONG AHAFO,Tano North,2016,Rice,152,2.64,401.79,,
BRONG AHAFO,Tano South,2016,Rice,110,2.53,278.53,,
BRONG AHAFO,Sene,2016,Rice,1864,1.81,3367.89,,
BRONG AHAFO,Asunafo North,2016,Rice,125,1.52,189.6,,
BRONG AHAFO,Asunafo South,2016,Rice,106,1.44,152.62,,
